Transaction_ID,Date,Item_ID,Outlet_ID,Customer_ID,Quantity,Sales,Rating
TXN0008718,11-08-2020,ITM0211,OUT039,CUS01684,5,2525.68,4.6
TXN0001100,22-05-2020,ITM0171,OUT043,CUS00132,19,2085.58,4.9
TXN0004404,24-07-2019,ITM0483,OUT034,CUS01948,14,2268.33,1.6
TXN0004061,22-09-2019,ITM0381,OUT028,CUS00646,17,4168.19,2.4
TXN0007551,19-05-2019,ITM0362,OUT040,CUS00283,1,,2.6
TXN0006445,13-07-2023,ITM0433,OUT004,CUS01184,10,3322.36,2.9
TXN0009978,07-09-2020,ITM0147,OUT018,CUS01219,13,4703.50,
TXN0006767,07-11-2021,ITM0170,OUT017,CUS00440,15,4812.49,3.8
TXN0000274,06-10-2023,ITM0160,OUT030,CUS00531,1,3375.58,
TXN0005372,18-05-2020,ITM0300,OUT044,CUS00875,19,,2.0
TXN0007268,14-08-2018,ITM0021,OUT014,CUS01427,8,1199.59,1.5
TXN0006870,11-01-2023,ITM0255,OUT016,CUS01538,18,1035.79,2.6
TXN0000352,13-03-2022,ITM0173,OUT019,CUS00673,2,4530.28,1.2
TXN0006925,30-10-2022,ITM0022,OUT046,CUS00321,12,2947.15,3.6
TXN0000841,29-01-2021,ITM0225,OUT048,CUS00496,12,50.45,1.3
TXN0008596,24-12-2022,ITM0132,OUT023,CUS01179,20,2864.41,3.4
TXN0006637,31-08-2023,ITM0270,OUT046,CUS00951,4,2913.87,1.3
TXN0008858,22-02-2022,ITM0016,OUT016,CUS01714,17,2330.16,
TXN0007668,01-07-2019,ITM0307,OUT010,CUS00491,19,3938.06,2.7
TXN0003300,11-06-2022,ITM0236,OUT036,CUS00850,7,1061.22,1.7
TXN0006871,22-01-2022,ITM0087,OUT026,CUS00191,9,1688.59,2.8
TXN0010310,06-07-2020,ITM0069,OUT007,CUS00942,17,3654.29,1.1
TXN0004802,04-12-2019,ITM0351,OUT018,CUS00549,1,4090.75,1.1
TXN0005553,17-11-2022,ITM0235,OUT017,CUS00856,13,3223.70,1.5
TXN0008646,27-04-2020,ITM0333,OUT016,CUS00987,14,2743.51,4.9
TXN0007056,16-10-2018,ITM0119,OUT020,CUS01835,12,1445.69,2.1
TXN0008533,,ITM0188,OUT043,CUS00330,16,1984.54,2.6
TXN0002633,22-09-2018,ITM0447,OUT017,CUS01773,7,4470.19,2.0
TXN0009247,17-11-2022,ITM0223,OUT038,CUS01526,4,4671.11,2.0
TXN0008472,30-10-2020,ITM0211,OUT035,CUS00359,12,2281.73,1.1
TXN0005993,21-09-2023,ITM0479,OUT016,CUS01651,3,3964.79,3.9
TXN0001830,16-08-2022,ITM0047,OUT030,CUS00246,6,3025.20,1.6
TXN0004220,29-07-2020,ITM0128,OUT021,CUS01487,9,2561.81,2.5
TXN0001489,26-09-2018,ITM0431,OUT015,CUS00957,15,2785.01,
TXN0007263,27-01-2022,ITM0204,OUT002,CUS00434,15,1289.03,3.7
TXN0004506,14-05-2023,ITM0228,OUT043,CUS01033,11,2721.37,
TXN0000097,08-11-2021,ITM0326,OUT003,CUS01094,16,4704.78,1.6
TXN0004662,20-03-2022,ITM0417,OUT041,CUS00038,14,1775.38,4.1
TXN0005063,18-06-2023,ITM0462,OUT004,CUS01847,1,4634.08,3.3
TXN0000789,20-03-2021,ITM0384,OUT030,CUS01613,9,3253.82,1.6
TXN0001575,20-09-2019,ITM0327,OUT049,CUS01405,7,1209.90,4.7
TXN0005775,18-03-2020,ITM0036,OUT034,CUS00557,2,2704.44,2.5
TXN0005284,30-03-2019,ITM0079,OUT001,CUS00233,4,4797.47,1.5
TXN0004968,23-11-2020,ITM0234,OUT001,CUS00025,10,3348.28,4.7
TXN0001988,30-08-2021,ITM0135,OUT019,CUS00380,2,4757.80,3.2
TXN0003130,04-10-2022,ITM0223,OUT031,CUS00439,,1862.07,2.3
TXN0006968,28-02-2020,ITM0150,OUT019,CUS00630,11,3621.35,2.3
TXN0007494,18-01-2020,ITM0414,OUT039,CUS00168,7,974.03,4.7
TXN0005794,27-03-2019,ITM0195,OUT009,CUS00278,6,2077.87,3.2
TXN0004094,12-01-2023,ITM0404,OUT033,CUS00919,19,,3.4
TXN0009873,13-08-2020,ITM0311,OUT007,CUS00891,19,,3.1
TXN0008500,14-12-2019,ITM0389,OUT038,CUS01944,12,2129.01,
TXN0002011,06-08-2021,ITM0137,OUT048,CUS01126,9,2296.87,3.5
TXN0008620,30-04-2018,ITM0055,OUT012,CUS01627,6,4303.16,3.0
TXN0004873,23-07-2020,ITM0405,OUT047,CUS00915,,4317.05,1.2
TXN0006411,26-10-2019,ITM0207,OUT025,CUS00567,6,,2.0
TXN0003279,04-08-2021,ITM0254,OUT010,CUS00462,10,4099.78,1.7
TXN0006476,03-12-2021,ITM0405,OUT022,CUS00145,19,1757.50,2.6
TXN0001191,22-11-2020,ITM0239,OUT009,CUS01834,8,656.30,1.6
TXN0002750,14-02-2020,ITM0024,OUT008,CUS00713,13,1457.35,4.7
TXN0008156,06-11-2020,ITM0434,OUT026,CUS01208,20,445.28,1.9
TXN0003559,24-12-2023,ITM0104,OUT025,CUS01634,15,4778.45,1.1
TXN0003946,17-05-2021,ITM0304,OUT024,CUS00574,11,4335.60,4.6
TXN0005222,24-03-2021,ITM0137,OUT032,CUS00185,5,4907.71,1.2
TXN0003318,03-04-2019,ITM0388,OUT048,CUS00210,20,1833.05,4.6
TXN0009300,13-10-2023,ITM0289,OUT025,CUS00026,7,82.02,1.2
TXN0003936,01-02-2019,ITM0085,OUT020,CUS01582,19,1149.12,2.3
TXN0008183,12-02-2020,ITM0044,OUT045,CUS01930,17,2019.79,3.6
TXN0002169,19-11-2021,ITM0070,OUT026,CUS00476,7,4320.59,1.3
TXN0001997,17-11-2020,ITM0339,OUT025,CUS01799,7,365.07,4.2
TXN0007272,02-08-2019,ITM0279,OUT025,CUS00683,11,2832.71,4.9
TXN0009150,16-06-2019,ITM0113,OUT040,CUS00696,19,493.60,4.6
TXN0008578,20-04-2018,ITM0478,OUT040,CUS01629,12,635.75,3.6
TXN0007620,17-05-2023,ITM0048,OUT015,CUS00065,14,340.46,2.3
TXN0008805,,ITM0409,OUT004,CUS00128,7,586.14,4.5
TXN0001959,11-10-2022,ITM0473,OUT041,CUS01699,13,4700.14,2.1
TXN0002355,30-11-2022,ITM0394,OUT036,CUS01867,15,2389.12,1.7
TXN0007538,09-09-2021,ITM0490,OUT007,CUS00252,19,1478.27,4.2
TXN0001267,17-12-2021,ITM0437,OUT010,CUS00247,6,,3.9
TXN0006811,25-08-2023,ITM0218,OUT001,CUS01987,4,4678.17,1.5
TXN0005676,28-01-2020,ITM0136,OUT025,CUS01533,16,2340.49,
TXN0000267,05-11-2020,ITM0292,OUT011,CUS01121,3,1587.90,2.6
TXN0003743,03-03-2018,ITM0397,OUT017,CUS00767,2,1825.44,2.0
TXN0000631,11-08-2018,ITM0119,OUT048,CUS00655,1,4333.18,2.7
TXN0005735,25-09-2021,ITM0001,OUT010,CUS01043,5,1020.15,4.7
TXN0000833,05-08-2022,ITM0499,OUT018,CUS01504,9,3199.30,2.1
TXN0007691,10-10-2022,ITM0006,OUT008,CUS01588,8,1747.61,4.4
TXN0007582,30-09-2018,ITM0323,OUT041,CUS00715,4,1819.67,
TXN0005943,07-10-2022,ITM0098,OUT035,CUS01592,11,3201.33,4.1
TXN0003486,07-01-2019,ITM0224,OUT011,CUS00148,14,360.45,2.5
TXN0006328,11-12-2019,ITM0331,OUT047,CUS01883,1,796.74,2.7
TXN0004127,22-05-2020,ITM0089,OUT009,CUS00323,14,1604.11,2.1
TXN0007943,21-06-2019,ITM0027,OUT004,CUS01883,7,611.60,4.1
TXN0005612,21-10-2022,ITM0078,OUT029,CUS00502,20,3713.84,2.4
TXN0003024,13-10-2019,ITM0162,OUT026,CUS00799,14,4160.19,4.6
TXN0009796,24-07-2023,ITM0106,OUT011,CUS00940,7,1320.63,1.1
TXN0002486,11-12-2022,ITM0347,OUT050,CUS00904,8,2058.99,1.9
TXN0004492,10-06-2023,ITM0077,OUT031,CUS01587,11,907.52,3.2
TXN0007041,25-10-2021,ITM0350,OUT045,CUS01734,6,800.69,4.9
TXN0006159,13-07-2020,ITM0170,OUT034,CUS01477,14,2566.16,1.9
TXN0007914,22-11-2020,ITM0425,OUT031,CUS01088,8,177.68,3.9
TXN0000039,23-10-2022,ITM0065,OUT002,CUS01932,3,911.24,
TXN0005109,01-08-2020,ITM0467,OUT017,CUS00562,3,342.80,3.0
TXN0001313,01-05-2018,ITM0093,OUT044,CUS00949,7,2206.43,2.1
TXN0009058,19-05-2018,ITM0093,OUT038,CUS00725,1,1229.83,2.8
TXN0008354,14-10-2020,ITM0165,OUT033,CUS01661,15,3635.93,4.6
TXN0002387,22-04-2023,ITM0460,OUT004,CUS01934,18,3448.59,2.9
TXN0005934,30-10-2018,ITM0024,OUT013,CUS01734,17,4975.65,3.1
TXN0003343,08-09-2019,ITM0200,OUT026,CUS01819,20,,2.4
TXN0006907,23-10-2022,ITM0392,OUT038,CUS00584,9,4150.72,1.9
TXN0004275,05-07-2018,ITM0386,OUT040,CUS00008,5,2134.38,4.0
TXN0001601,22-02-2023,ITM0322,OUT002,CUS00335,,4787.01,3.9
TXN0002344,31-01-2020,ITM0252,OUT046,CUS00988,8,1720.53,3.2
TXN0003998,20-06-2020,ITM0391,OUT049,CUS01956,14,4998.77,3.2
TXN0003616,,ITM0471,OUT019,CUS01937,,3212.09,1.3
TXN0006836,25-12-2018,ITM0247,OUT022,CUS00276,12,1740.50,2.5
TXN0001388,01-10-2020,ITM0378,OUT047,CUS01604,16,3825.63,3.6
TXN0004652,,ITM0111,OUT007,CUS00006,11,2823.78,3.8
TXN0009160,02-08-2019,ITM0282,OUT007,CUS00319,12,1917.95,4.3
TXN0005078,29-08-2018,ITM0026,OUT037,CUS01947,6,281.01,4.4
TXN0001396,04-11-2023,ITM0469,OUT018,CUS00545,4,2690.16,2.1
TXN0003379,13-02-2023,ITM0197,OUT046,CUS01977,7,4407.11,2.0
TXN0004504,18-07-2019,ITM0340,OUT046,CUS00079,5,4382.84,1.6
TXN0005365,23-07-2023,ITM0030,OUT010,CUS01092,13,237.99,4.2
TXN0006683,17-04-2022,ITM0359,OUT035,CUS01484,7,344.55,
TXN0007794,08-02-2019,ITM0450,OUT028,CUS01717,20,775.27,2.0
TXN0004579,26-02-2019,ITM0153,OUT011,CUS01302,15,2145.77,3.8
TXN0007986,21-05-2019,ITM0214,OUT025,CUS00683,18,,1.7
TXN0000393,11-09-2021,ITM0349,OUT011,CUS01427,17,3384.50,4.0
TXN0007467,31-10-2021,ITM0313,OUT028,CUS00945,16,57.99,2.4
TXN0000102,01-02-2023,ITM0326,OUT022,CUS01940,7,2012.87,2.1
TXN0007808,21-05-2020,ITM0300,OUT035,CUS01118,12,1066.22,3.1
TXN0010057,02-10-2019,ITM0407,OUT043,CUS00495,2,3397.45,2.3
TXN0005299,25-08-2021,ITM0077,OUT002,CUS00226,8,3423.34,1.0
TXN0009173,06-05-2018,ITM0370,OUT034,CUS01499,4,4706.57,2.4
TXN0010010,,ITM0224,OUT048,CUS00738,17,1288.47,1.1
TXN0007156,14-10-2021,ITM0220,OUT010,CUS00498,17,4693.33,1.5
TXN0001025,12-06-2019,ITM0069,OUT009,CUS00493,,652.82,1.1
TXN0002086,15-11-2023,ITM0425,OUT027,CUS01720,7,3465.06,3.0
TXN0008684,12-08-2023,ITM0411,OUT006,CUS00722,1,1583.04,4.6
TXN0008479,07-01-2023,ITM0071,OUT003,CUS00295,12,897.56,3.4
TXN0000604,28-08-2018,ITM0083,OUT041,CUS01256,13,708.67,1.8
TXN0004898,10-08-2019,ITM0227,OUT007,CUS01039,8,415.98,2.3
TXN0001972,06-03-2019,ITM0246,OUT040,CUS00348,4,,3.2
TXN0006843,24-08-2018,ITM0357,OUT050,CUS00663,8,136.30,2.9
TXN0008146,07-03-2022,ITM0136,OUT016,CUS00838,10,3727.72,
TXN0009850,25-01-2020,ITM0235,OUT002,CUS01206,4,2611.68,3.6
TXN0005959,19-08-2020,ITM0107,OUT005,CUS00461,9,4244.24,
TXN0010496,06-11-2018,ITM0128,OUT037,CUS01649,2,1762.31,1.3
TXN0007810,31-10-2020,ITM0264,OUT020,CUS01769,14,774.40,4.3
TXN0002792,20-12-2020,ITM0172,OUT026,CUS01159,10,,1.9
TXN0008021,16-07-2021,ITM0146,OUT029,CUS01886,,1046.32,2.6
TXN0010186,25-12-2018,ITM0332,OUT046,CUS00820,5,4324.78,3.2
TXN0002662,26-09-2022,ITM0022,OUT013,CUS00750,19,3975.29,3.6
TXN0003463,13-12-2022,ITM0060,OUT015,CUS00473,7,1664.00,4.5
TXN0008168,08-11-2023,ITM0383,OUT010,CUS00479,2,2923.02,2.4
TXN0001867,15-08-2022,ITM0006,OUT049,CUS00114,10,145.85,3.0
TXN0001738,22-08-2018,ITM0308,OUT019,CUS00489,2,2391.36,4.0
TXN0001032,28-09-2020,ITM0234,OUT042,CUS00912,10,3484.61,2.3
TXN0009183,17-06-2022,ITM0011,OUT007,CUS00803,4,1622.56,1.5
TXN0000129,24-04-2023,ITM0292,OUT005,CUS01637,6,3287.69,
TXN0007884,08-10-2018,ITM0381,OUT020,CUS00146,4,103.45,4.8
TXN0000178,08-10-2019,ITM0022,OUT010,CUS01212,11,763.04,4.5
TXN0004035,05-10-2019,ITM0049,OUT015,CUS00593,5,4990.92,4.6
TXN0001162,28-12-2022,ITM0029,OUT038,CUS00666,,3721.29,1.9
TXN0004671,09-07-2022,ITM0323,OUT033,CUS00329,4,3795.77,1.9
TXN0003249,,ITM0441,OUT023,CUS00768,11,3101.61,4.0
TXN0008969,23-11-2021,ITM0414,OUT046,CUS00241,,1623.69,5.0
TXN0007435,02-09-2023,ITM0238,OUT037,CUS01005,19,3723.53,2.9
TXN0005688,13-10-2022,ITM0112,OUT033,CUS01294,15,4732.47,2.7
TXN0005897,18-09-2019,ITM0464,OUT021,CUS01953,17,1676.66,4.4
TXN0002621,08-02-2020,ITM0418,OUT045,CUS01599,3,3888.80,1.4
TXN0001574,10-01-2018,ITM0257,OUT049,CUS00752,,464.38,4.2
TXN0007858,31-07-2022,ITM0130,OUT030,CUS00552,14,4738.80,1.8
TXN0009223,09-04-2018,ITM0016,OUT008,CUS00262,,2014.09,
TXN0004032,14-08-2018,ITM0475,OUT020,CUS00867,7,976.51,4.7
TXN0002789,20-11-2018,ITM0313,OUT018,CUS00329,18,1787.12,4.4
TXN0006302,15-08-2019,ITM0368,OUT006,CUS00879,20,2185.27,1.7
TXN0008208,07-10-2022,ITM0153,OUT035,CUS00081,3,,1.3
TXN0001847,04-10-2019,ITM0233,OUT044,CUS00310,17,2058.59,2.6
TXN0001208,29-10-2023,ITM0212,OUT020,CUS00624,15,2159.65,2.8
TXN0005316,06-06-2023,ITM0058,OUT036,CUS01422,17,4816.07,
TXN0002010,02-04-2023,ITM0493,OUT019,CUS00525,20,,4.0
TXN0001916,11-10-2021,ITM0483,OUT050,CUS00502,,532.78,4.8
TXN0005307,09-04-2022,ITM0477,OUT030,CUS01127,2,3241.78,2.2
TXN0001688,11-01-2018,ITM0209,OUT032,CUS00980,2,1744.06,2.1
TXN0005975,16-04-2019,ITM0354,OUT033,CUS00553,19,1679.43,3.3
TXN0008102,09-12-2019,ITM0499,OUT023,CUS01289,8,877.85,1.3
TXN0003776,01-01-2022,ITM0356,OUT029,CUS00228,14,2877.66,4.1
TXN0006548,08-05-2023,ITM0317,OUT025,CUS01338,2,4387.37,1.6
TXN0000579,05-02-2019,ITM0083,OUT034,CUS01138,3,2919.00,2.2
TXN0006335,21-07-2020,ITM0430,OUT019,CUS00279,20,2717.43,3.2
TXN0005463,12-01-2020,ITM0479,OUT034,CUS00554,17,1632.70,1.3
TXN0001312,06-07-2022,ITM0205,OUT023,CUS00543,1,1911.68,1.7
TXN0006583,06-02-2018,ITM0054,OUT018,CUS00232,18,3994.03,3.0
TXN0006835,14-07-2018,ITM0471,OUT035,CUS00897,2,3442.31,3.7
TXN0001530,12-04-2020,ITM0035,OUT030,CUS01339,18,4041.35,4.5
TXN0000414,29-06-2019,ITM0257,OUT049,CUS00163,18,4223.86,2.4
TXN0010349,25-09-2023,ITM0417,OUT013,CUS00492,2,3918.17,1.4
TXN0001171,07-09-2020,ITM0472,OUT019,CUS00356,8,214.36,3.3
TXN0000159,11-10-2021,ITM0407,OUT015,CUS00020,,3651.87,1.8
TXN0004936,12-04-2018,ITM0075,OUT042,CUS00132,19,1705.29,3.3
TXN0006776,19-06-2018,ITM0058,OUT007,CUS00877,17,2160.32,
TXN0004074,25-03-2022,ITM0170,OUT033,CUS01132,3,4650.96,4.7
TXN0006975,15-09-2021,ITM0079,OUT019,CUS00688,18,1423.64,
TXN0005713,11-06-2021,ITM0413,OUT013,CUS01750,19,4263.87,2.4
TXN0003994,30-01-2023,ITM0269,OUT034,CUS01746,6,3977.12,2.1
TXN0010326,14-12-2018,ITM0434,OUT047,CUS00860,12,2920.62,2.2
TXN0003913,22-02-2020,ITM0247,OUT019,CUS01792,9,417.89,4.9
TXN0002081,30-09-2019,ITM0292,OUT025,CUS00009,5,4054.14,3.1
TXN0005873,13-12-2022,ITM0135,OUT008,CUS01015,10,1674.37,2.8
TXN0009826,31-01-2019,ITM0107,OUT038,CUS00469,19,2772.36,4.1
TXN0006240,28-12-2018,ITM0314,OUT013,CUS00467,11,4967.59,2.5
TXN0001287,16-04-2021,ITM0087,OUT025,CUS00412,5,4148.09,2.6
TXN0004064,28-09-2020,ITM0423,OUT005,CUS01290,5,4587.51,4.3
TXN0000128,25-02-2018,ITM0340,OUT026,CUS00470,19,4443.51,
TXN0005123,19-08-2023,ITM0258,OUT005,CUS00298,15,4182.92,4.8
TXN0008092,03-06-2019,ITM0320,OUT008,CUS00026,9,3064.45,2.1
TXN0002130,20-10-2023,ITM0428,OUT013,CUS00797,19,2498.80,3.6
TXN0005052,07-04-2020,ITM0422,OUT012,CUS01205,20,4148.17,4.6
TXN0000511,05-08-2021,ITM0200,OUT011,CUS00830,18,,3.0
TXN0002641,22-01-2021,ITM0456,OUT029,CUS01131,15,454.47,3.5
TXN0002350,01-08-2022,ITM0043,OUT041,CUS01070,7,1994.05,4.7
TXN0006500,05-03-2019,ITM0242,OUT042,CUS00426,11,3198.86,2.5
TXN0004733,11-03-2022,ITM0436,OUT031,CUS01573,2,687.04,1.5
TXN0005434,01-08-2023,ITM0101,OUT013,CUS00068,16,4808.58,3.7
TXN0010366,01-10-2019,ITM0426,OUT045,CUS01603,18,885.13,2.9
TXN0007944,10-10-2020,ITM0122,OUT049,CUS01099,7,3532.23,4.7
TXN0002407,05-03-2021,ITM0238,OUT017,CUS01299,2,2988.68,
TXN0001333,22-11-2018,ITM0368,OUT038,CUS00936,19,2373.51,3.2
TXN0004327,04-06-2023,ITM0225,OUT030,CUS01861,1,,2.6
TXN0006857,03-02-2022,ITM0338,OUT008,CUS00317,5,714.76,2.6
TXN0001259,07-05-2022,ITM0181,OUT046,CUS00945,10,417.28,4.2
TXN0000708,27-01-2019,ITM0370,OUT049,CUS01781,6,4988.46,4.3
TXN0003672,25-12-2020,ITM0166,OUT017,CUS00826,7,995.41,4.3
TXN0006423,25-11-2018,ITM0157,OUT050,CUS00048,11,2929.47,4.7
TXN0010073,21-06-2019,ITM0007,OUT005,CUS00299,11,3949.52,3.6
TXN0005363,13-06-2021,ITM0496,OUT038,CUS00766,20,2253.60,4.5
TXN0000916,26-03-2023,ITM0130,OUT018,CUS00350,2,1604.49,1.7
TXN0002945,07-11-2022,ITM0131,OUT031,CUS00209,12,4764.74,3.9
TXN0002990,07-04-2022,ITM0489,OUT029,CUS01081,,1918.86,3.5
TXN0000259,19-01-2021,ITM0031,OUT040,CUS00989,20,507.53,4.1
TXN0008323,27-05-2023,ITM0462,OUT050,CUS01857,7,4938.20,4.9
TXN0005708,,ITM0492,OUT012,CUS01163,7,3202.37,2.0
TXN0009667,22-04-2019,ITM0448,OUT030,CUS01519,7,4928.79,1.7
TXN0000605,19-05-2021,ITM0095,OUT016,CUS01524,5,2304.56,
TXN0009147,06-11-2022,ITM0354,OUT029,CUS01210,4,57.40,
TXN0003339,14-09-2022,ITM0260,OUT036,CUS00913,10,,1.4
TXN0009785,05-11-2020,ITM0411,OUT039,CUS01934,3,2138.53,3.1
TXN0002844,,ITM0118,OUT012,CUS01930,13,2605.92,3.3
TXN0006366,,ITM0386,OUT025,CUS00913,6,903.16,3.6
TXN0001138,05-07-2020,ITM0285,OUT035,CUS01321,17,206.77,1.7
TXN0010170,24-08-2018,ITM0373,OUT033,CUS01719,16,2571.54,1.1
TXN0004353,09-03-2022,ITM0256,OUT034,CUS00225,13,1290.31,3.7
TXN0006753,29-05-2020,ITM0038,OUT043,CUS01247,18,4686.44,2.6
TXN0007820,01-08-2020,ITM0267,OUT041,CUS01470,6,2898.93,3.0
TXN0000208,03-06-2021,ITM0055,OUT036,CUS00712,14,3337.12,3.9
TXN0008123,21-06-2021,ITM0301,OUT021,CUS01160,15,2958.26,
TXN0000540,05-06-2020,ITM0033,OUT047,CUS01479,7,4637.20,4.9
TXN0000193,28-04-2022,ITM0173,OUT041,CUS00234,18,3369.14,2.9
TXN0003455,27-12-2022,ITM0343,OUT048,CUS01772,5,3848.63,2.0
TXN0006529,30-06-2019,ITM0368,OUT021,CUS01619,10,3998.20,4.1
TXN0009880,06-06-2023,ITM0258,OUT021,CUS00006,8,3871.50,3.1
TXN0010462,04-04-2018,ITM0119,OUT001,CUS01388,14,,2.6
TXN0010363,09-07-2019,ITM0356,OUT014,CUS01401,1,1362.06,1.7
TXN0003331,07-06-2018,ITM0273,OUT001,CUS00446,13,2300.34,4.9
TXN0001070,16-04-2018,ITM0213,OUT046,CUS00859,12,4800.33,
TXN0000321,14-04-2021,ITM0039,OUT001,CUS00648,,2521.91,1.4
TXN0010163,08-11-2019,ITM0140,OUT050,CUS01437,,2078.98,1.7
TXN0004897,23-01-2022,ITM0018,OUT031,CUS00929,4,,3.9
TXN0007967,08-09-2019,ITM0408,OUT013,CUS01561,11,3937.92,2.4
TXN0001406,18-12-2018,ITM0185,OUT047,CUS01646,1,2648.62,1.8
TXN0008004,23-10-2018,ITM0060,OUT032,CUS01649,10,994.52,1.2
TXN0008314,30-11-2018,ITM0251,OUT013,CUS01431,17,3133.91,4.5
TXN0010020,15-01-2023,ITM0094,OUT029,CUS00266,9,1482.04,4.3
TXN0006045,06-06-2020,ITM0405,OUT015,CUS00512,18,541.35,3.5
TXN0003371,15-07-2019,ITM0187,OUT050,CUS01944,1,4477.95,4.6
TXN0010188,02-03-2018,ITM0499,OUT038,CUS00342,11,4987.37,
TXN0002770,23-11-2022,ITM0042,OUT050,CUS00872,8,3083.82,4.9
TXN0002273,04-03-2020,ITM0193,OUT039,CUS00949,19,4917.29,3.8
TXN0006255,08-09-2018,ITM0156,OUT021,CUS00936,12,3252.49,3.1
TXN0009453,04-06-2022,ITM0416,OUT048,CUS00011,3,2262.20,
TXN0003801,10-08-2019,ITM0088,OUT029,CUS01993,4,1770.88,3.1
TXN0000674,27-07-2018,ITM0395,OUT027,CUS00807,6,3111.97,3.5
TXN0008908,12-06-2021,ITM0313,OUT033,CUS00290,2,469.64,3.9
TXN0004356,11-10-2018,ITM0013,OUT044,CUS01173,9,4905.68,2.3
TXN0001632,17-09-2021,ITM0338,OUT032,CUS01650,11,4691.67,4.2
TXN0000831,15-11-2019,ITM0085,OUT046,CUS01099,1,1844.12,1.7
TXN0004095,30-08-2019,ITM0325,OUT036,CUS00161,16,4259.50,
TXN0009344,20-08-2020,ITM0022,OUT005,CUS00666,16,3896.77,2.0
TXN0007665,13-11-2021,ITM0072,OUT001,CUS00955,16,843.72,3.5
TXN0004969,20-01-2019,ITM0270,OUT041,CUS00862,3,2430.90,3.3
TXN0005622,04-09-2022,ITM0007,OUT039,CUS01604,7,3268.25,1.0
TXN0006484,09-12-2018,ITM0333,OUT027,CUS01757,20,2325.18,3.8
TXN0002158,,ITM0082,OUT035,CUS00374,10,337.53,
TXN0009581,18-02-2020,ITM0045,OUT024,CUS00474,8,3245.72,4.1
TXN0007210,05-12-2021,ITM0377,OUT008,CUS01388,18,2891.98,1.5
TXN0007286,20-11-2022,ITM0481,OUT022,CUS00982,14,1926.95,1.3
TXN0002861,29-07-2023,ITM0427,OUT037,CUS00630,20,2508.55,4.9
TXN0008655,07-11-2019,ITM0355,OUT013,CUS01843,12,2526.65,4.3
TXN0007291,29-10-2021,ITM0408,OUT035,CUS01651,12,3142.46,3.4
TXN0006970,30-09-2022,ITM0149,OUT008,CUS01793,2,4260.92,1.0
TXN0000496,03-05-2023,ITM0285,OUT018,CUS00225,7,2985.92,1.5
TXN0001837,20-08-2018,ITM0154,OUT033,CUS00222,3,2232.21,4.2
TXN0002563,03-12-2021,ITM0173,OUT006,CUS01131,10,3708.37,4.3
TXN0009265,02-01-2023,ITM0192,OUT046,CUS01181,7,719.78,1.5
TXN0003783,17-11-2018,ITM0215,OUT047,CUS00232,,1679.73,2.5
TXN0005709,,ITM0265,OUT048,CUS01063,13,4691.76,4.9
TXN0005486,14-07-2020,ITM0157,OUT009,CUS00749,,4961.95,4.2
TXN0006759,09-04-2019,ITM0054,OUT019,CUS01335,9,4524.88,4.7
TXN0001180,12-04-2020,ITM0389,OUT043,CUS01085,5,2751.08,
TXN0002138,19-04-2022,ITM0363,OUT032,CUS00588,13,4931.52,3.5
TXN0005742,09-02-2018,ITM0441,OUT017,CUS00259,9,876.55,2.1
TXN0007871,14-06-2019,ITM0029,OUT016,CUS00287,20,2623.91,3.8
TXN0010302,,ITM0029,OUT047,CUS01009,7,2000.58,3.3
TXN0002111,13-07-2022,ITM0328,OUT010,CUS00733,2,3757.53,1.4
TXN0000106,08-09-2020,ITM0137,OUT012,CUS00789,4,77.60,2.5
TXN0003027,20-10-2021,ITM0122,OUT013,CUS00712,20,694.87,3.8
TXN0004769,01-12-2021,ITM0056,OUT041,CUS01074,1,3919.65,3.5
TXN0009455,29-05-2018,ITM0498,OUT009,CUS01028,9,2677.47,4.1
TXN0006156,08-10-2023,ITM0365,OUT009,CUS00590,1,3733.30,4.1
TXN0007191,,ITM0209,OUT021,CUS01148,5,4212.88,2.1
TXN0001565,28-06-2020,ITM0259,OUT011,CUS01800,12,2162.83,3.3
TXN0004691,01-10-2019,ITM0251,OUT001,CUS00500,,3420.47,2.6
TXN0006956,11-10-2022,ITM0274,OUT012,CUS00407,13,3278.45,2.9
TXN0001036,10-09-2023,ITM0432,OUT020,CUS01694,5,44.90,
TXN0008647,06-09-2021,ITM0045,OUT029,CUS00586,12,55.63,4.1
TXN0009099,24-04-2018,ITM0284,OUT049,CUS00292,12,3000.25,1.5
TXN0002545,04-03-2021,ITM0149,OUT007,CUS00165,19,167.63,2.8
TXN0009609,14-10-2020,ITM0456,OUT016,CUS00981,3,3855.50,4.7
TXN0006941,24-08-2018,ITM0217,OUT045,CUS01041,19,2776.01,1.1
TXN0008306,08-01-2019,ITM0332,OUT043,CUS00616,15,1628.28,4.8
TXN0007375,07-09-2023,ITM0310,OUT050,CUS01483,16,1565.69,4.5
TXN0007376,03-04-2021,ITM0348,OUT028,CUS00702,11,288.60,
TXN0000338,23-12-2019,ITM0334,OUT032,CUS00873,20,885.45,4.0
TXN0003679,09-01-2019,ITM0279,OUT024,CUS01275,10,3235.72,3.2
TXN0008758,22-09-2020,ITM0379,OUT024,CUS00140,8,1232.88,1.3
TXN0008518,06-12-2020,ITM0379,OUT011,CUS01271,17,4514.75,
TXN0005033,11-06-2023,ITM0107,OUT044,CUS01400,7,4230.78,2.8
